genome1,genome2,y
MK896444.1,HE795108.1,1
MK896444.1,MT653143.1,0
MK896444.1,BK014197.1,0
MK896444.1,BK013934.1,0
MK896444.1,MH160392.1,0
MK896444.1,KR106179.1,0
MK896444.1,JQ395040.1,0
MK896444.1,MH179477.1,0
MK896444.1,MH645042.1,0
MK896444.1,GU129016.1,0
MK896444.1,U51931.1,0
MK896445.1,AB000851.1,1
MK896445.1,AY237111.1,1
MK896445.1,AY593727.1,1
MK896445.1,D00353.1,1
MK896445.1,EF485030.1,1
MK896445.1,EU294510.1,1
MK896445.1,EU564828.1,1
MK896445.1,EU564830.1,1
MK896445.1,EU622820.2,1
MK896445.1,EU879062.3,1
MK896445.1,X03700.1,0
MK896445.1,CASDWV010001847.1,0
MK896445.1,MF327570.1,0
MK896445.1,KT598229.1,0
MK896445.1,MT774395.1,0
MK896445.1,MT017862.1,0
MK896445.1,KP282674.1,0
MK896445.1,MZ325520.1,0
MK896445.1,MZ679681.1,0
MK896445.1,EU371896.1,0
MK896449.1,EF485031.1,1
MK896449.1,EU262553.1,1
MK896449.1,EU622819.2,1
MK896449.1,HE795097.1,1
MK896449.1,HE795100.1,1
MK896449.1,HE795103.1,1
MK896449.1,HE795106.1,1
MK896449.1,HM007351.1,1
MK896449.1,HM627176.1,1
MK896449.1,HM627181.1,1
MK896449.1,OP072690.1,0
MK896449.1,KU925495.1,0
MK896449.1,BK013460.1,0
MK896449.1,KT724961.1,0
MK896449.1,KM972726.1,0
MK896449.1,ON556613.1,0
MK896449.1,MF479730.1,0
MK896449.1,LC768499.1,0
MK896449.1,MZ679767.1,0
MK896449.1,MZ089730.1,0
MK896450.1,EU665255.1,1
MK896450.1,EU789573.1,1
MK896450.1,FJ943510.1,1
MK896450.1,HE795090.1,1
MK896450.1,HE795093.1,1
MK896450.1,HE795096.1,1
MK896450.1,HE795099.1,1
MK896450.1,HE795102.1,1
MK896450.1,HE795105.1,1
MK896450.1,HE795108.1,1
MK896450.1,KX884433.1,0
MK896450.1,MW864604.1,0
MK896450.1,L41575.1,0
MK896450.1,HM236952.1,0
MK896450.1,AY166866.1,0
MK896450.1,MF135780.1,0
MK896450.1,BK014214.1,0
MK896450.1,MH937496.1,0
MK896450.1,KM454473.1,0
MK896450.1,CASDWV010000505.1,0
MK896451.1,AB000851.1,1
MK896451.1,AY237111.1,1
MK896451.1,AY593727.1,1
MK896451.1,D00353.1,1
MK896451.1,EF485030.1,1
MK896451.1,EU294510.1,1
MK896451.1,EU564828.1,1
MK896451.1,EU564830.1,1
MK896451.1,EU622820.2,1
MK896451.1,EU879062.3,1
MK896451.1,HC000785.1,0
MK896451.1,ON163786.1,0
MK896451.1,OQ438286.1,0
MK896451.1,EU606015.1,0
MK896451.1,BK013473.1,0
MK896451.1,X52938.1,0
MK896451.1,CASDWV010002943.1,0
MK896451.1,KM204982.1,0
MK896451.1,MH155873.1,0
MK896451.1,KY370027.1,0
MK896452.1,EF485031.1,1
MK896452.1,EU262553.1,1
MK896452.1,EU622819.2,1
MK896452.1,HE795097.1,1
MK896452.1,HE795100.1,1
MK896452.1,HE795103.1,1
MK896452.1,HE795106.1,1
MK896452.1,HM007351.1,1
MK896452.1,HM627176.1,1
MK896452.1,HM627181.1,1
MK896452.1,MN617841.1,0
MK896452.1,BK067785.1,0
MK896452.1,CAJDJZ010000002.1,0
MK896452.1,MN379608.1,0
MK896452.1,MZ210010.1,0
MK896452.1,MG203878.1,0
MK896452.1,KY271397.1,0
MK896452.1,JX145329.1,0
MK896452.1,AB063393.2,0
MK896452.1,MZ359091.1,0
MK896453.1,KF590577.1,1
MK896453.1,KF981633.1,1
MK896453.1,MK896509.1,1
MK896453.1,MK896548.1,1
MK896453.1,EU665255.1,1
MK896453.1,EU789573.1,1
MK896453.1,FJ943510.1,1
MK896453.1,HE795090.1,1
MK896453.1,HE795093.1,1
MK896453.1,HE795096.1,1
MK896453.1,KY705256.1,0
MK896453.1,MH046811.2,0
MK896453.1,CASDWV010002616.1,0
MK896453.1,MH370380.1,0
MK896453.1,LC385828.1,0
MK896453.1,CASDWV010004384.1,0
MK896453.1,FJ433873.1,0
MK896453.1,HM639779.1,1
MK896453.1,MF327551.1,0
MK896453.1,BK013585.1,0
MK896457.1,AB000851.1,1
MK896457.1,AY237111.1,1
MK896457.1,AY593727.1,1
MK896457.1,D00353.1,1
MK896457.1,EF485030.1,1
MK896457.1,EU294510.1,1
MK896457.1,EU564828.1,1
MK896457.1,EU564830.1,1
MK896457.1,EU622820.2,1
MK896457.1,EU879062.3,1
MK896457.1,BK013622.1,0
MK896457.1,KX883998.1,0
MK896457.1,BK014162.1,0
MK896457.1,KF803546.1,0
MK896457.1,L28145.1,0
MK896457.1,MW601223.1,0
MK896457.1,KF711064.1,0
MK896457.1,X02316.1,0
MK896457.1,GU182410.1,0
MK896457.1,MT932329.1,0
MK896458.1,EF485031.1,1
MK896458.1,EU262553.1,1
MK896458.1,EU622819.2,1
MK896458.1,HE795097.1,1
MK896458.1,HE795100.1,1
MK896458.1,HE795103.1,1
MK896458.1,HE795106.1,1
MK896458.1,HM007351.1,1
MK896458.1,HM627176.1,1
MK896458.1,HM627181.1,1
MK896458.1,MG967342.1,0
MK896458.1,BK013664.1,0
MK896458.1,KJ858521.1,0
MK896458.1,GQ227670.1,0
MK896458.1,KF477313.1,0
MK896458.1,BK013502.1,0
MK896458.1,MH937481.1,0
MK896458.1,DQ328877.1,0
MK896458.1,KX960111.1,0
MK896458.1,BK013916.1,0
MK896459.1,EU665255.1,1
MK896459.1,EU789573.1,1
MK896459.1,FJ943510.1,1
MK896459.1,HE795090.1,1
MK896459.1,HE795093.1,1
MK896459.1,HE795096.1,1
MK896459.1,HE795099.1,1
MK896459.1,HE795102.1,1
MK896459.1,HE795105.1,1
MK896459.1,HE795108.1,1
MK896459.1,KT728930.1,0
MK896459.1,JN997473.1,0
MK896459.1,GU182410.1,0
MK896459.1,KY370041.1,0
MK896459.1,OK040171.1,0
MK896459.1,EF077280.1,0
MK896459.1,OL472057.1,0
MK896459.1,MK861116.1,0
MK896459.1,CASDWV010003464.1,0
MK896459.1,AJ890348.1,0
MK896466.1,AF434161.1,1
MK896466.1,DQ211638.1,1
MK896466.1,EU257626.1,1
MK896466.1,JF911699.1,1
MK896466.1,KF892057.1,1
MK896466.1,KJ746878.1,1
MK896466.1,KM464724.1,1
MK896466.1,KM817734.1,1
MK896466.1,KM817737.1,1
MK896466.1,KM817738.1,1
MK896466.1,AB620063.1,0
MK896466.1,MK032756.1,0
MK896466.1,CASDWV010002892.1,0
MK896466.1,MH779619.1,0
MK896466.1,OR001909.1,0
MK896466.1,OM514529.1,0
MK896466.1,MH669013.1,0
MK896466.1,MN545915.1,0
MK896466.1,CASDWV010001061.1,0
MK896466.1,KT820207.1,1
MK896467.1,AB620104.1,0
MK896467.1,AB620107.1,0
MK896467.1,AB676848.1,0
MK896467.1,AB842089.1,1
MK896467.1,AF028022.1,0
MK896467.1,AF291703.2,0
MK896467.1,AJ011647.1,0
MK896467.1,AJ410616.1,0
MK896467.1,AY363179.1,0
MK896467.1,AY675353.1,0
MK896467.1,CASDWV010001955.1,0
MK896467.1,OR256026.1,0
MK896467.1,MF073200.1,0
MK896467.1,MK416015.1,0
MK896467.1,KX884411.1,0
MK896467.1,LN881732.1,0
MK896467.1,MH483026.1,0
MK896467.1,MG049919.1,0
MK896467.1,MG198776.1,0
MK896467.1,MN648455.1,0
MK896468.1,AB842088.1,1
MK896468.1,AY389361.2,1
MK896468.1,DQ211612.1,1
MK896468.1,EU257628.1,1
MK896468.1,KJ746877.1,1
MK896468.1,KM464726.1,1
MK896468.1,KM817667.1,1
MK896468.1,KM817683.1,1
MK896468.1,KP406723.1,1
MK896468.1,KP792708.1,1
MK896468.1,KM205013.1,0
MK896468.1,OK073976.1,0
MK896468.1,AY904722.1,0
MK896468.1,ON677309.1,0
MK896468.1,BK014151.1,0
MK896468.1,FJ899676.1,0
MK896468.1,BK014084.1,0
MK896468.1,MK249305.1,0
MK896468.1,ON137711.1,0
MK896468.1,OR479699.1,0
MK896472.1,AB000851.1,1
MK896472.1,AY237111.1,1
MK896472.1,AY593727.1,1
MK896472.1,D00353.1,1
MK896472.1,EF485030.1,1
MK896472.1,EU294510.1,1
MK896472.1,EU564828.1,1
MK896472.1,EU564830.1,1
MK896472.1,EU622820.2,1
MK896472.1,EU879062.3,1
MK896472.1,KY370030.1,0
MK896472.1,MG765277.2,0
MK896472.1,CASDWV010002381.1,0
MK896472.1,JX156425.1,0
MK896472.1,MT263594.1,0
MK896472.1,JX846605.1,1
MK896472.1,MN532628.1,0
MK896472.1,LN896307.1,0
MK896472.1,MZ679644.1,0
MK896472.1,MF497776.1,1
MK896473.1,EF485031.1,1
MK896473.1,EU262553.1,1
MK896473.1,EU622819.2,1
MK896473.1,HE795097.1,1
MK896473.1,HE795100.1,1
MK896473.1,HE795103.1,1
MK896473.1,HE795106.1,1
MK896473.1,HM007351.1,1
MK896473.1,HM627176.1,1
MK896473.1,HM627181.1,1
MK896473.1,AF326750.2,0
MK896473.1,MW202635.1,0
MK896473.1,MF327565.1,0
MK896473.1,JQ924564.1,0
MK896473.1,BK014298.1,0
MK896473.1,MG775043.2,0
MK896473.1,KT600066.1,0
MK896473.1,MK249240.1,0
MK896473.1,HQ738634.1,0
MK896473.1,ON113168.1,0
MK896474.1,EU665255.1,1
MK896474.1,EU789573.1,1
MK896474.1,FJ943510.1,1
MK896474.1,HE795090.1,1
MK896474.1,HE795093.1,1
MK896474.1,HE795096.1,1
MK896474.1,HE795099.1,1
MK896474.1,HE795102.1,1
MK896474.1,HE795105.1,1
MK896474.1,HE795108.1,1
MK896474.1,ON163206.1,0
MK896474.1,KR870015.1,0
MK896474.1,X00435.1,0
MK896474.1,OQ622093.1,0
MK896474.1,KR528560.1,0
MK896474.1,OR120048.1,0
MK896474.1,AF022937.1,0
MK896474.1,KU934009.1,0
MK896474.1,MK558262.1,0
MK896474.1,HM480846.1,0
MK896475.1,AB000851.1,1
MK896475.1,AY237111.1,1
MK896475.1,AY593727.1,1
MK896475.1,D00353.1,1
MK896475.1,EF485030.1,1
MK896475.1,EU294510.1,1
MK896475.1,EU564828.1,1
MK896475.1,EU564830.1,1
MK896475.1,EU622820.2,1
MK896475.1,EU879062.3,1
MK896475.1,JX181828.1,0
MK896475.1,KP792665.1,1
MK896475.1,AB038343.1,0
MK896475.1,CASDWV010000918.1,0
MK896475.1,HM856902.1,0
MK896475.1,MK372896.1,0
MK896475.1,MZ326861.1,0
MK896475.1,MZ130498.1,0
MK896475.1,OP031095.1,0
MK896475.1,MT431699.1,0
MK896476.1,EF485031.1,1
MK896476.1,EU262553.1,1
MK896476.1,EU622819.2,1
MK896476.1,HE795097.1,1
MK896476.1,HE795100.1,1
MK896476.1,HE795103.1,1
MK896476.1,HE795106.1,1
MK896476.1,HM007351.1,1
MK896476.1,HM627176.1,1
MK896476.1,HM627181.1,1
MK896476.1,AF403738.1,0
MK896476.1,KT428155.1,0
MK896476.1,AF325528.1,0
MK896476.1,CASDWV010003255.1,0
MK896476.1,AM156909.1,0
MK896476.1,BK013781.1,0
MK896476.1,KF297910.1,0
MK896476.1,BK014087.1,0
MK896476.1,MK524342.1,0
MK896476.1,D17763.1,0
MK896478.1,AB000851.1,1
MK896478.1,AY237111.1,1
MK896478.1,AY593727.1,1
MK896478.1,D00353.1,1
MK896478.1,EF485030.1,1
MK896478.1,EU294510.1,1
MK896478.1,EU564828.1,1
MK896478.1,EU564830.1,1
MK896478.1,EU622820.2,1
MK896478.1,EU879062.3,1
MK896478.1,MN518893.2,0
MK896478.1,KF803546.1,0
MK896478.1,MK012471.1,0
MK896478.1,CASDWV010002273.1,0
MK896478.1,MK977702.1,0
MK896478.1,KY452444.1,0
MK896478.1,AB194807.2,0
MK896478.1,CASDWV010004159.1,0
MK896478.1,BK014180.1,0
MK896478.1,MH301088.1,0
MK896479.1,EF485031.1,1
MK896479.1,EU262553.1,1
MK896479.1,EU622819.2,1
MK896479.1,HE795097.1,1
MK896479.1,HE795100.1,1
MK896479.1,HE795103.1,1
MK896479.1,HE795106.1,1
MK896479.1,HM007351.1,1
MK896479.1,HM627176.1,1
MK896479.1,HM627181.1,1
MK896479.1,OK626447.1,0
MK896479.1,KR862307.1,0
MK896479.1,MF327004.1,0
MK896479.1,MZ556184.1,0
MK896479.1,JN632576.3,0
MK896479.1,OQ198121.1,0
MK896479.1,OR296322.1,0
MK896479.1,OR575930.1,0
MK896479.1,ON911539.2,0
MK896479.1,KX884062.1,0
MK896480.1,EU665255.1,1
MK896480.1,EU789573.1,1
MK896480.1,FJ943510.1,1
MK896480.1,HE795090.1,1
MK896480.1,HE795093.1,1
MK896480.1,HE795096.1,1
MK896480.1,HE795099.1,1
MK896480.1,HE795102.1,1
MK896480.1,HE795105.1,1
MK896480.1,HE795108.1,1
MK896480.1,HE580237.1,0
MK896480.1,CASDWV010001768.1,0
MK896480.1,AF418294.1,0
MK896480.1,OL472119.1,0
MK896480.1,MK896442.1,1
MK896480.1,EF065505.1,0
MK896480.1,MT074452.1,0
MK896480.1,KJ409772.2,0
MK896480.1,JN133283.1,0
MK896480.1,MH708020.1,0
MK896484.1,AB000851.1,1
MK896484.1,AY237111.1,1
MK896484.1,AY593727.1,1
MK896484.1,D00353.1,1
MK896484.1,EF485030.1,1
MK896484.1,EU294510.1,1
MK896484.1,EU564828.1,1
MK896484.1,EU564830.1,1
MK896484.1,EU622820.2,1
MK896484.1,EU879062.3,1
MK896484.1,CASDWV010003854.1,0
MK896484.1,OM262451.1,0
MK896484.1,KY056254.1,0
MK896484.1,CASDWV010003665.1,0
MK896484.1,AY283928.2,0
MK896484.1,M11458.1,0
MK896484.1,KM190146.1,0
MK896484.1,FJ810126.1,0
MK896484.1,KX774631.1,0
MK896484.1,JF755403.1,0
MK896485.1,EF485031.1,1
MK896485.1,EU262553.1,1
MK896485.1,EU622819.2,1
MK896485.1,HE795097.1,1
MK896485.1,HE795100.1,1
MK896485.1,HE795103.1,1
MK896485.1,HE795106.1,1
MK896485.1,HM007351.1,1
MK896485.1,HM627176.1,1
MK896485.1,HM627181.1,1
MK896485.1,JX185430.1,0
MK896485.1,HE956710.2,0
MK896485.1,KM111295.1,0
MK896485.1,KF562341.1,0
MK896485.1,MZ221764.1,0
MK896485.1,HM588723.1,0
MK896485.1,KR054030.1,0
MK896485.1,MT966040.1,0
MK896485.1,CASDWV010001227.1,0
MK896485.1,HQ834696.1,0
MK896486.1,EU665255.1,1
MK896486.1,EU789573.1,1
MK896486.1,FJ943510.1,1
MK896486.1,HE795090.1,1
MK896486.1,HE795093.1,1
MK896486.1,HE795096.1,1
MK896486.1,HE795099.1,1
MK896486.1,HE795102.1,1
MK896486.1,HE795105.1,1
MK896486.1,HE795108.1,1
MK896486.1,JN052073.1,0
MK896486.1,MK032736.1,0
MK896486.1,OM514476.1,0
MK896486.1,KX583629.1,0
MK896486.1,CASDWV010003134.1,0
MK896486.1,MZ679522.1,0
MK896486.1,DQ426904.1,0
MK896486.1,AP019535.1,0
MK896486.1,KF147833.1,0
MK896486.1,PQ415717.1,0
MK896498.1,AB000851.1,1
MK896498.1,AY237111.1,1
MK896498.1,AY593727.1,1
MK896498.1,D00353.1,1
MK896498.1,EF485030.1,1
MK896498.1,EU294510.1,1
MK896498.1,EU564828.1,1
MK896498.1,EU564830.1,1
MK896498.1,EU622820.2,1
MK896498.1,EU879062.3,1
MK896498.1,JN418926.1,0
MK896498.1,ON210137.1,0
MK896498.1,HQ110083.1,0
MK896498.1,JF720348.1,0
MK896498.1,MN045233.1,0
MK896498.1,AF252610.1,0
MK896498.1,AJ292230.1,0
MK896498.1,S47716.1,0
MK896498.1,KJ934637.1,0
MK896498.1,KU159764.1,1
MK896500.1,EU665255.1,1
MK896500.1,EU789573.1,1
MK896500.1,FJ943510.1,1
MK896500.1,HE795090.1,1
MK896500.1,HE795093.1,1
MK896500.1,HE795096.1,1
MK896500.1,HE795099.1,1
MK896500.1,HE795102.1,1
MK896500.1,HE795105.1,1
MK896500.1,HE795108.1,1
MK896500.1,MF431737.1,0
MK896500.1,MZ679524.1,0
MK896500.1,MF926439.1,0
MK896500.1,GU135608.1,0
MK896500.1,MN988497.1,0
MK896500.1,MW314718.1,0
MK896500.1,OQ135102.1,0
MK896500.1,HM007352.1,1
MK896500.1,BK013942.1,0
MK896500.1,U22304.1,0
MK896507.1,AB000851.1,1
MK896507.1,AY237111.1,1
MK896507.1,AY593727.1,1
MK896507.1,D00353.1,1
MK896507.1,EF485030.1,1
MK896507.1,EU294510.1,1
MK896507.1,EU564828.1,1
MK896507.1,EU564830.1,1
MK896507.1,EU622820.2,1
MK896507.1,EU879062.3,1
MK896507.1,KC252997.1,0
MK896507.1,KR528561.1,0
MK896507.1,EU847145.2,0
MK896507.1,MK443498.1,0
MK896507.1,MK682519.1,0
MK896507.1,CASDWV010002169.1,0
MK896507.1,KU925482.1,0
MK896507.1,MH709120.1,0
MK896507.1,M96751.1,0
MK896507.1,BK014100.1,0
MK896508.1,EF485031.1,1
MK896508.1,EU262553.1,1
MK896508.1,EU622819.2,1
MK896508.1,HE795097.1,1
MK896508.1,HE795100.1,1
MK896508.1,HE795103.1,1
MK896508.1,HE795106.1,1
MK896508.1,HM007351.1,1
MK896508.1,HM627176.1,1
MK896508.1,HM627181.1,1
MK896508.1,CASDWV010003186.1,0
MK896508.1,MK738138.1,0
MK896508.1,MK896569.1,1
MK896508.1,HQ189459.1,0
MK896508.1,MK947371.1,0
MK896508.1,AF499926.1,0
MK896508.1,MH778545.1,0
MK896508.1,MF440375.1,0
MK896508.1,MZ679595.1,0
MK896508.1,KY432931.1,0
MK896509.1,KF981633.1,1
MK896509.1,EU665255.1,1
MK896509.1,EU789573.1,1
MK896509.1,FJ943510.1,1
MK896509.1,HE795090.1,1
MK896509.1,HE795093.1,1
MK896509.1,HE795096.1,1
MK896509.1,HE795099.1,1
MK896509.1,HE795102.1,1
MK896509.1,HE795105.1,1
MK896509.1,AB038630.1,0
MK896509.1,KR134312.1,0
MK896509.1,FJ943505.1,1
MK896509.1,U73034.2,0
MK896509.1,BK013440.1,0
MK896509.1,CASDWV010002559.1,0
MK896509.1,AF304460.1,0
MK896509.1,BK013616.1,0
MK896509.1,M57426.1,0
MK896509.1,MN765189.1,0
MK896510.1,AB000851.1,1
MK896510.1,AY237111.1,1
MK896510.1,AY593727.1,1
MK896510.1,D00353.1,1
MK896510.1,EF485030.1,1
MK896510.1,EU294510.1,1
MK896510.1,EU564828.1,1
MK896510.1,EU564830.1,1
MK896510.1,EU622820.2,1
MK896510.1,EU879062.3,1
MK896510.1,KC852162.1,0
MK896510.1,JQ814847.1,0
MK896510.1,JF939847.1,0
MK896510.1,JF411744.1,0
MK896510.1,JQ797329.1,0
MK896510.1,MH447526.1,0
MK896510.1,KM874355.1,0
MK896510.1,OP072662.1,0
MK896510.1,MF041809.1,0
MK896510.1,BK013538.1,0
MK896511.1,EF485031.1,1
MK896511.1,EU262553.1,1
MK896511.1,EU622819.2,1
MK896511.1,HE795097.1,1
MK896511.1,HE795100.1,1
MK896511.1,HE795103.1,1
MK896511.1,HE795106.1,1
MK896511.1,HM007351.1,1
MK896511.1,HM627176.1,1
MK896511.1,HM627181.1,1
MK896511.1,OQ579029.1,0
MK896511.1,CASDWV010000677.1,0
MK896511.1,LC698002.1,1
MK896511.1,KC840043.1,0
MK896511.1,KM205022.1,0
MK896511.1,MG573143.1,0
MK896511.1,CASDWV010000974.1,0
MK896511.1,HE795090.1,1
MK896511.1,KF809667.1,0
MK896511.1,OM735686.1,0
MK896516.1,AB000851.1,1
MK896516.1,AY237111.1,1
MK896516.1,AY593727.1,1
MK896516.1,D00353.1,1
MK896516.1,EF485030.1,1
MK896516.1,EU294510.1,1
MK896516.1,EU564828.1,1
MK896516.1,EU564830.1,1
MK896516.1,EU622820.2,1
MK896516.1,EU879062.3,1
MK896516.1,CASDWV010001468.1,0
MK896516.1,CASDWV010001751.1,0
MK896516.1,BK014012.1,0
MK896516.1,CASDWV010002941.1,0
MK896516.1,MN026740.1,0
MK896516.1,AB543337.1,0
MK896516.1,ON602765.1,0
MK896516.1,MT495635.1,0
MK896516.1,AY924391.1,0
MK896516.1,KM598390.1,0
MK896517.1,EF485031.1,1
MK896517.1,EU262553.1,1
MK896517.1,EU622819.2,1
MK896517.1,HE795097.1,1
MK896517.1,HE795100.1,1
MK896517.1,HE795103.1,1
MK896517.1,HE795106.1,1
MK896517.1,HM007351.1,1
MK896517.1,HM627176.1,1
MK896517.1,HM627181.1,1
MK896517.1,MK327946.1,0
MK896517.1,AB102675.1,0
MK896517.1,CASDWV010002098.1,0
MK896517.1,MH972260.1,0
MK896517.1,OQ831730.1,0
MK896517.1,GU167940.1,0
MK896517.1,KY705256.1,0
MK896517.1,CASDWV010002765.1,0
MK896517.1,CASDWV010003582.1,0
MK896517.1,KX882957.1,0
MK896518.1,EU665255.1,1
MK896518.1,EU789573.1,1
MK896518.1,FJ943510.1,1
MK896518.1,HE795090.1,1
MK896518.1,HE795093.1,1
MK896518.1,HE795096.1,1
MK896518.1,HE795099.1,1
MK896518.1,HE795102.1,1
MK896518.1,HE795105.1,1
MK896518.1,HE795108.1,1
MK896518.1,CASDWV010002552.1,0
MK896518.1,CASDWV010004565.1,0
MK896518.1,BK014039.1,0
MK896518.1,KY432935.1,0
MK896518.1,KT727026.1,0
MK896518.1,FJ822961.1,0
MK896518.1,MH617188.1,0
MK896518.1,AB449062.1,0
MK896518.1,KY405007.1,0
MK896518.1,MH617336.1,0
MK896519.1,AB000851.1,1
MK896519.1,AY237111.1,1
MK896519.1,AY593727.1,1
MK896519.1,D00353.1,1
MK896519.1,EF485030.1,1
MK896519.1,EU294510.1,1
MK896519.1,EU564828.1,1
MK896519.1,EU564830.1,1
MK896519.1,EU622820.2,1
MK896519.1,EU879062.3,1
MK896519.1,MG820264.1,1
MK896519.1,LC063768.1,0
MK896519.1,KP779642.1,0
MK896519.1,CASDWV010001938.1,0
MK896519.1,AP014927.1,0
MK896519.1,AF204951.2,0
MK896519.1,KJ586795.1,0
MK896519.1,CASDWV010003565.1,0
MK896519.1,OX335389.1,0
MK896519.1,KY549442.1,0
MK896520.1,EF485031.1,1
MK896520.1,EU262553.1,1
MK896520.1,EU622819.2,1
MK896520.1,HE795097.1,1
MK896520.1,HE795100.1,1
MK896520.1,HE795103.1,1
MK896520.1,HE795106.1,1
MK896520.1,HM007351.1,1
MK896520.1,HM627176.1,1
MK896520.1,HM627181.1,1
MK896520.1,HQ738636.1,0
MK896520.1,KU159766.1,1
MK896520.1,MK967420.1,0
MK896520.1,ON287378.1,0
MK896520.1,KJ206566.1,0
MK896520.1,KU043449.1,0
MK896520.1,MK738141.1,0
MK896520.1,ON637170.1,0
MK896520.1,MN850580.1,0
MK896520.1,KM460042.1,0
MK896521.1,EU665255.1,1
MK896521.1,EU789573.1,1
MK896521.1,FJ943510.1,1
MK896521.1,HE795090.1,1
MK896521.1,HE795093.1,1
MK896521.1,HE795096.1,1
MK896521.1,HE795099.1,1
MK896521.1,HE795102.1,1
MK896521.1,HE795105.1,1
MK896521.1,HE795108.1,1
MK896521.1,MG846481.1,0
MK896521.1,MH920639.1,0
MK896521.1,KY370053.1,0
MK896521.1,LR597655.1,0
MK896521.1,KY432927.1,0
MK896521.1,KC978940.1,0
MK896521.1,MG600103.1,0
MK896521.1,MH483026.1,0
MK896521.1,KT224359.1,0
MK896521.1,MF401583.1,0
MK896526.1,EF485031.1,1
MK896526.1,EU262553.1,1
MK896526.1,EU622819.2,1
MK896526.1,HE795097.1,1
MK896526.1,HE795100.1,1
MK896526.1,HE795103.1,1
MK896526.1,HE795106.1,1
MK896526.1,HM007351.1,1
MK896526.1,HM627176.1,1
MK896526.1,HM627181.1,1
MK896526.1,MW074124.1,0
MK896526.1,LC424839.1,0
MK896526.1,EU879062.3,1
MK896526.1,KF562865.1,0
MK896526.1,MT733023.1,0
MK896526.1,KF234075.1,1
MK896526.1,MT774383.1,0
MK896526.1,JN867762.1,0
MK896526.1,CASDWV010003490.1,0
MK896526.1,CASDWV010002941.1,0
MK896527.1,KM225254.1,1
MK896527.1,KM225260.1,1
MK896527.1,MG821226.1,1
MK896527.1,MK330759.1,1
MK896527.1,MK896617.1,1
MK896527.1,EU665255.1,1
MK896527.1,EU789573.1,1
MK896527.1,FJ943510.1,1
MK896527.1,HE795090.1,1
MK896527.1,HE795093.1,1
MK896527.1,AF389452.1,0
MK896527.1,OR365538.1,0
MK896527.1,OP745619.1,0
MK896527.1,EF558839.2,0
MK896527.1,CASDWV010002943.1,0
MK896527.1,JF920135.1,0
MK896527.1,CASDWV010003637.1,0
MK896527.1,MH179472.2,0
MK896527.1,LN827947.1,0
MK896527.1,FJ362497.2,0
MK896534.1,AB000851.1,1
MK896534.1,AY237111.1,1
MK896534.1,AY593727.1,1
MK896534.1,D00353.1,1
MK896534.1,EF485030.1,1
MK896534.1,EU294510.1,1
MK896534.1,EU564828.1,1
MK896534.1,EU564830.1,1
MK896534.1,EU622820.2,1
MK896534.1,EU879062.3,1
MK896534.1,MN379620.1,0
MK896534.1,JX971980.1,0
MK896534.1,OR887735.1,0
MK896534.1,MZ679759.1,0
MK896534.1,FJ959081.1,0
MK896534.1,MZ325520.1,0
MK896534.1,MT723941.1,0
MK896534.1,AF169823.1,0
MK896534.1,EF100713.2,0
MK896534.1,KX884417.1,0
MK896535.1,EF485031.1,1
MK896535.1,EU262553.1,1
MK896535.1,EU622819.2,1
MK896535.1,HE795097.1,1
MK896535.1,HE795100.1,1
MK896535.1,HE795103.1,1
MK896535.1,HE795106.1,1
MK896535.1,HM007351.1,1
MK896535.1,HM627176.1,1
MK896535.1,HM627181.1,1
MK896535.1,AB033998.1,0
MK896535.1,MT733038.1,0
MK896535.1,OK094519.1,0
MK896535.1,AJ132576.1,0
MK896535.1,MN013082.1,0
MK896535.1,OL800605.1,0
MK896535.1,MN988534.1,0
MK896535.1,BK013565.1,0
MK896535.1,AF022937.1,0
MK896535.1,AJ749657.1,0
MK896536.1,EU665255.1,1
MK896536.1,EU789573.1,1
MK896536.1,FJ943510.1,1
MK896536.1,HE795090.1,1
MK896536.1,HE795093.1,1
MK896536.1,HE795096.1,1
MK896536.1,HE795099.1,1
MK896536.1,HE795102.1,1
MK896536.1,HE795105.1,1
MK896536.1,HE795108.1,1
MK896536.1,KF040080.1,0
MK896536.1,MZ130491.1,0
MK896536.1,BK013707.1,0
MK896536.1,MZ508291.1,0
MK896536.1,KM102249.1,0
MK896536.1,CASDWV010002416.1,0
MK896536.1,BK064332.1,0
MK896536.1,JQ599282.2,0
MK896536.1,MH937507.1,0
MK896536.1,OP072766.1,0
MK896543.1,AB000851.1,1
MK896543.1,AY237111.1,1
MK896543.1,AY593727.1,1
MK896543.1,D00353.1,1
MK896543.1,EF485030.1,1
MK896543.1,EU294510.1,1
MK896543.1,EU564828.1,1
MK896543.1,EU564830.1,1
MK896543.1,EU622820.2,1
MK896543.1,EU879062.3,1
MK896543.1,CASDWV010002430.1,0
MK896543.1,FN178514.1,0
MK896543.1,KU057949.1,0
MK896543.1,AF485261.1,0
MK896543.1,BK014189.1,0
MK896543.1,KY487840.1,0
MK896543.1,M25381.1,0
MK896543.1,JQ675598.2,1
MK896543.1,KJ934637.1,0
MK896543.1,MK279475.1,0
MK896544.1,EF485031.1,1
MK896544.1,EU262553.1,1
MK896544.1,EU622819.2,1
MK896544.1,HE795097.1,1
MK896544.1,HE795100.1,1
MK896544.1,HE795103.1,1
MK896544.1,HE795106.1,1
MK896544.1,HM007351.1,1
MK896544.1,HM627176.1,1
MK896544.1,HM627181.1,1
